player,team,market,line,p_model,p_book,edge,fair,p25,p75,game,verdict,abs_edge
Quinshon Judkins,CLE,rushing_yards,57.5,0.33225058004640373,0.5030953363598845,-0.17084475631348073,43.1,25.3,65.5,Cle@Jac,BET UNDER,0.17084475631348073
Gunnar Helm,TEN,receiving_yards,21.5,0.3343469246717346,0.5046631467400601,-0.17031622206832547,13.1,4.1,27.7,New@Ten,BET UNDER,0.17031622206832547
Christian Watson,GB,receiving_yards,56.5,0.33140740740740743,0.5015460431890295,-0.17013863578162208,38.8,16.6,67.8,Gre@Min,BET UNDER,0.17013863578162208
Adam Trautman,DEN,receptions,0.5,0.8360746371803732,0.6666666666666667,0.16940797051370649,1.7,0.9,2.8,Den@Kan,BET OVER,0.16940797051370649
D'Andre Swift,CHI,rushing_yards,59.5,0.3431554524361949,0.5123152709359606,-0.16915981849976575,45.4,26.7,69.0,Chi@Car,BET UNDER,0.16915981849976575
Kyle Pitts,ATL,receiving_yards,36.5,0.6677760375880971,0.5,0.16777603758809712,52.2,28.4,80.6,Atl@Pit,BET OVER,0.16777603758809712
Quentin Johnston,LAC,receptions,3.5,0.3008888888888889,0.46752872055814926,-0.16663983166926039,2.5,1.4,3.8,Ari@Los,BET UNDER,0.16663983166926039
Jaylen Waddle,DEN,receiving_yards,53.5,0.3334814814814815,0.5,-0.1665185185185185,36.9,15.8,64.4,Den@Kan,BET UNDER,0.1665185185185185
Jauan Jennings,MIN,receptions,2.5,0.573037037037037,0.40690531997457213,0.16613171706246488,2.9,1.6,4.5,Gre@Min,BET OVER,0.16613171706246488
T.J. Hockenson,MIN,receptions,3.5,0.2709053213545266,0.4361112235398875,-0.1652059021853609,2.2,1.1,3.7,Gre@Min,BET UNDER,0.1652059021853609
Theo Johnson,NYG,receiving_yards,16.5,0.6648888888888889,0.5,0.16488888888888886,27.0,11.6,47.2,Dal@New,BET OVER,0.16488888888888886
Darren Waller,CAR,receptions,1.5,0.7601481481481481,0.5958759169517498,0.16427223119639833,2.9,1.6,4.5,Chi@Car,BET OVER,0.16427223119639833
Kenneth Walker III,KC,rushing_yards,59.5,0.33619489559164734,0.5,-0.16380510440835266,45.0,26.4,68.3,Den@Kan,BET UNDER,0.16380510440835266
Josh Downs,IND,receiving_yards,46.5,0.3371851851851852,0.5,-0.1628148148148148,32.3,13.9,56.5,Bal@Ind,BET UNDER,0.1628148148148148
Chris Godwin Jr.,TB,receptions,4.5,0.28355555555555556,0.4458598726114649,-0.16230431705590936,3.1,1.7,4.8,Tam@Cin,BET UNDER,0.16230431705590936
Kyle Monangai,CHI,receptions,1.5,0.49785763648928816,0.33623364125340716,0.161623995235881,1.5,0.8,2.5,Chi@Car,BET OVER,0.161623995235881
Christian Watson,GB,receiving_yards,55.5,0.33896296296296297,0.5,-0.16103703703703703,38.8,16.6,67.8,Gre@Min,BET UNDER,0.16103703703703703
Jalen Coker,CAR,receptions,3.5,0.37985185185185183,0.5403980041288122,-0.1605461522769604,2.8,1.6,4.3,Chi@Car,BET UNDER,0.1605461522769604
Omarion Hampton,LAC,rushing_yards,68.5,0.3392111368909513,0.4994915598942444,-0.1602804230032931,52.0,30.5,79.0,Ari@Los,BET UNDER,0.1602804230032931
Kenny Gainwell,TB,receiving_yards,22.5,0.6505481597494127,0.4920127795527157,0.158535380196697,30.9,16.8,47.8,Tam@Cin,BET OVER,0.158535380196697
Chris Godwin Jr.,TB,receiving_yards,48.5,0.3333333333333333,0.4917678906606377,-0.15843455732730438,33.4,14.3,58.4,Tam@Cin,BET UNDER,0.15843455732730438
Chris Godwin Jr.,TB,receiving_yards,47.5,0.3416296296296296,0.5,-0.15837037037037038,33.4,14.3,58.4,Tam@Cin,BET UNDER,0.15837037037037038
Tee Higgins,CIN,receiving_yards,65.5,0.34122944400939703,0.4989535869578972,-0.15772414294850018,49.9,27.2,77.1,Tam@Cin,BET UNDER,0.15772414294850018
Keenan Allen,IND,receptions,3.5,0.591229444009397,0.4336765353952165,0.15755290861418053,4.1,2.6,5.8,Bal@Ind,BET OVER,0.15755290861418053
Chris Olave,NO,receiving_yards,77.5,0.34299138606108065,0.5,-0.15700861393891935,59.9,38.8,90.5,New@Det,BET UNDER,0.15700861393891935
Mike Gesicki,CIN,receiving_yards,19.5,0.34333102971665513,0.5,-0.15666897028334487,12.2,3.8,25.8,Tam@Cin,BET UNDER,0.15666897028334487
Keenan Allen,IND,receiving_yards,30.5,0.6562255285826155,0.5,0.1562255285826155,42.4,23.1,65.5,Bal@Ind,BET OVER,0.1562255285826155
Amon-Ra St. Brown,DET,receptions,6.5,0.6460454189506656,0.49028718318065106,0.15575823577001452,8.1,5.4,10.8,New@Det,BET OVER,0.15575823577001452
Drake London,ATL,receiving_yards,56.5,0.34475332811276427,0.5,-0.15524667188723573,43.3,23.6,66.9,Atl@Pit,BET UNDER,0.15524667188723573
Kyle Pitts,ATL,receiving_yards,37.5,0.6570086139389193,0.5020930277837269,0.1549155861551924,52.2,28.4,80.6,Atl@Pit,BET OVER,0.1549155861551924
Xavier Legette,CAR,receptions,1.5,0.4689702833448514,0.6234096692111959,-0.15443938586634448,1.4,0.7,2.4,Chi@Car,BET UNDER,0.15443938586634448
Jayden Reed,GB,receiving_yards,42.5,0.3552592592592593,0.5090470446320868,-0.15378778537282756,30.8,13.2,53.9,Gre@Min,BET UNDER,0.15378778537282756
Jauan Jennings,MIN,receiving_yards,20.5,0.6475555555555556,0.49385702584811136,0.1536985297074442,31.4,13.5,54.9,Gre@Min,BET OVER,0.1536985297074442
Marvin Harrison Jr.,ARI,receiving_yards,49.5,0.33925925925925926,0.4928711096627016,-0.15361185040344233,34.6,14.8,60.4,Ari@Los,BET UNDER,0.15361185040344233
Ashton Jeanty,LV,receptions,3.5,0.3071181755355909,0.4598165804744796,-0.1526984049388887,2.3,1.2,3.9,Mia@Las,BET UNDER,0.1526984049388887
Alec Pierce,IND,receiving_yards,44.5,0.34785185185185186,0.5,-0.15214814814814814,31.7,13.6,55.4,Bal@Ind,BET UNDER,0.15214814814814814
Omarion Hampton,LAC,rushing_yards,67.5,0.34849187935034803,0.5,-0.15150812064965197,52.0,30.5,79.0,Ari@Los,BET UNDER,0.15150812064965197
Jayden Reed,GB,receiving_yards,43.5,0.3460740740740741,0.4974808478514976,-0.1514067737774235,30.8,13.2,53.9,Gre@Min,BET UNDER,0.1514067737774235
Chris Rodriguez Jr.,JAX,rushing_yards,36.5,0.6522041763341068,0.5010179153094463,0.15118626102466048,48.8,28.7,74.2,Cle@Jac,BET OVER,0.15118626102466048
Chris Olave,NO,receiving_yards,76.5,0.34925606891151134,0.5,-0.15074393108848866,59.9,38.8,90.5,New@Det,BET UNDER,0.15074393108848866
Quinshon Judkins,CLE,rushing_yards,56.5,0.34245939675174014,0.4928711096627016,-0.15041171291096145,43.1,25.3,65.5,Cle@Jac,BET UNDER,0.15041171291096145
Chris Godwin Jr.,TB,receiving_yards,46.5,0.3517037037037037,0.5,-0.14829629629629631,33.4,14.3,58.4,Tam@Cin,BET UNDER,0.14829629629629631
J.K. Dobbins,DEN,rushing_yards,48.5,0.6496519721577726,0.5015082370789681,0.14814373507880452,64.6,37.9,98.1,Den@Kan,BET OVER,0.14814373507880452
Quinshon Judkins,CLE,receiving_yards,9.5,0.650449205252246,0.5025770643393255,0.14787214091292056,16.7,5.2,35.1,Cle@Jac,BET OVER,0.14787214091292056
Gunnar Helm,TEN,receiving_yards,22.5,0.3177608845888044,0.4653465346534653,-0.1475856500646609,13.1,4.1,27.7,New@Ten,BET UNDER,0.1475856500646609
Gunnar Helm,TEN,receiving_yards,20.5,0.3524533517622668,0.4969864995178399,-0.14453314775557313,13.1,4.1,27.7,New@Ten,BET UNDER,0.14453314775557313
Bijan Robinson,ATL,receiving_yards,32.5,0.6491777603758809,0.5051597457277305,0.14401801464815045,44.5,24.2,68.7,Atl@Pit,BET OVER,0.14401801464815045
Marvin Harrison Jr.,ARI,receiving_yards,47.5,0.35659259259259257,0.5005094762584064,-0.1439168836658138,34.6,14.8,60.4,Ari@Los,BET UNDER,0.1439168836658138
Mason Taylor,NYJ,receptions,2.5,0.6017777777777777,0.45843045843045843,0.1433473193473193,3.0,1.7,4.7,New@Ten,BET OVER,0.1433473193473193
Alec Pierce,IND,receiving_yards,43.5,0.35674074074074075,0.5,-0.14325925925925925,31.7,13.6,55.4,Bal@Ind,BET UNDER,0.14325925925925925
Xavier Legette,CAR,receiving_yards,18.5,0.3519004837595024,0.4949087509797176,-0.1430082672202152,11.8,3.7,24.9,Chi@Car,BET UNDER,0.1430082672202152
Kyle Pitts,ATL,receiving_yards,38.5,0.6448707909162099,0.502049600327936,0.14282119058827392,52.2,28.4,80.6,Atl@Pit,BET OVER,0.14282119058827392
Pat Bryant,DEN,receiving_yards,23.5,0.6422222222222222,0.5,0.14222222222222225,35.4,15.2,61.8,Den@Kan,BET OVER,0.14222222222222225
Drake London,ATL,receiving_yards,55.5,0.35630383711824587,0.4968847958567786,-0.1405809587385327,43.3,23.6,66.9,Atl@Pit,BET UNDER,0.1405809587385327
Christian Watson,GB,receiving_yards,52.5,0.3645925925925926,0.5050233081498151,-0.14043071555722253,38.8,16.6,67.8,Gre@Min,BET UNDER,0.14043071555722253
J.K. Dobbins,DEN,rushing_yards,49.5,0.64292343387471,0.5025770643393255,0.14034636953538449,64.6,37.9,98.1,Den@Kan,BET OVER,0.14034636953538449
Tee Higgins,CIN,receiving_yards,63.5,0.3600234925606891,0.5,-0.1399765074393109,49.9,27.2,77.1,Tam@Cin,BET UNDER,0.1399765074393109
Chris Olave,NO,receiving_yards,75.5,0.36021926389976505,0.5,-0.13978073610023495,59.9,38.8,90.5,New@Det,BET UNDER,0.13978073610023495
Samaje Perine,CIN,rushing_yards,17.5,0.6279666452854393,0.48967053309476455,0.13829611219067478,26.0,10.2,49.9,Tam@Cin,BET OVER,0.13829611219067478
Harold Fannin Jr.,CLE,receiving_yards,34.5,0.6429130775254502,0.5060689431946916,0.1368441343307586,46.7,25.4,72.1,Cle@Jac,BET OVER,0.1368441343307586
Josh Downs,IND,receiving_yards,44.5,0.35555555555555557,0.4917678906606377,-0.13621233510508213,32.3,13.9,56.5,Bal@Ind,BET UNDER,0.13621233510508213
Tyler Warren,IND,receptions,5.5,0.2803445575567737,0.4165029469548134,-0.1361583893980397,4.0,2.6,5.7,Bal@Ind,BET UNDER,0.1361583893980397
Drake London,ATL,receiving_yards,54.5,0.3647220046985121,0.5,-0.13527799530148787,43.3,23.6,66.9,Atl@Pit,BET UNDER,0.13527799530148787
Cam Skattebo,NYG,receiving_yards,15.5,0.636,0.5010179153094463,0.13498208469055373,23.0,9.9,40.2,Dal@New,BET OVER,0.13498208469055373
Jakobi Meyers,JAX,receptions,3.5,0.6313625685199686,0.49641385049775366,0.13494871802221498,4.3,2.8,6.1,Cle@Jac,BET OVER,0.13494871802221498
Quinshon Judkins,CLE,rushing_yards,54.5,0.3668213457076566,0.5010179153094463,-0.13419656960178966,43.1,25.3,65.5,Cle@Jac,BET UNDER,0.13419656960178966
Wan'Dale Robinson,TEN,receptions,4.5,0.6068911511354738,0.47292120008373134,0.13396995105174242,5.2,3.5,7.0,New@Ten,BET OVER,0.13396995105174242
Breece Hall,NYJ,rushing_yards,64.5,0.36751740139211136,0.5005084401057556,-0.1329910387136442,51.1,30.0,77.6,New@Ten,BET UNDER,0.1329910387136442
Tee Higgins,CIN,receiving_yards,62.5,0.3674628034455756,0.5,-0.13253719655442442,49.9,27.2,77.1,Tam@Cin,BET UNDER,0.13253719655442442
Marvin Harrison Jr.,ARI,receiving_yards,46.5,0.36903703703703705,0.5,-0.13096296296296295,34.6,14.8,60.4,Ari@Los,BET UNDER,0.13096296296296295
Kenny Gainwell,TB,receiving_yards,23.5,0.6323414252153484,0.5015460431890295,0.1307953820263189,30.9,16.8,47.8,Tam@Cin,BET OVER,0.1307953820263189
Michael Wilson,ARI,receptions,3.5,0.6458496476115897,0.515096182182749,0.1307534654288407,4.4,2.8,6.2,Ari@Los,BET OVER,0.1307534654288407
Courtland Sutton,DEN,receiving_yards,42.5,0.6342991386061081,0.5041604710933423,0.13013866751276582,56.1,30.6,86.7,Den@Kan,BET OVER,0.13013866751276582
Chris Rodriguez Jr.,JAX,rushing_yards,38.5,0.6250580046403712,0.4949766918501849,0.1300813127901863,48.8,28.7,74.2,Cle@Jac,BET OVER,0.1300813127901863
Jauan Jennings,MIN,receiving_yards,21.5,0.6321481481481481,0.5030135004821601,0.12913464766598803,31.4,13.5,54.9,Gre@Min,BET OVER,0.12913464766598803
Jalen Coker,CAR,receiving_yards,42.5,0.3717037037037037,0.5,-0.1282962962962963,31.8,13.6,55.6,Chi@Car,BET UNDER,0.1282962962962963
Chris Olave,NO,receptions,6.5,0.3179326546593579,0.444624454344989,-0.1266917996856311,5.2,3.5,7.0,New@Det,BET UNDER,0.1266917996856311
Courtland Sutton,DEN,receiving_yards,43.5,0.62548942834769,0.4989820846905538,0.12650734365713617,56.1,30.6,86.7,Den@Kan,BET OVER,0.12650734365713617
Tyler Warren,IND,receptions,4.5,0.4246280344557557,0.550107272561626,-0.12547923810587025,4.0,2.6,5.7,Bal@Ind,BET UNDER,0.12547923810587025
Gunnar Helm,TEN,receptions,2.5,0.34816862474084315,0.47328211438570816,-0.12511348964486502,1.8,0.9,3.1,New@Ten,BET UNDER,0.12511348964486502
James Cook,BUF,rushing_yards,76.5,0.37331786542923434,0.4979069722162731,-0.12458910678703877,61.1,35.8,92.8,Buf@Hou,BET UNDER,0.12458910678703877
Tee Higgins,CIN,receiving_yards,61.5,0.3754894283476899,0.5,-0.12451057165231011,49.9,27.2,77.1,Tam@Cin,BET UNDER,0.12451057165231011
Bijan Robinson,ATL,receptions,4.5,0.5888801879404855,0.46633291614518146,0.122547271795304,5.2,3.3,7.4,Atl@Pit,BET OVER,0.122547271795304
J.K. Dobbins,DEN,rushing_yards,51.5,0.6208816705336427,0.4989535869578972,0.12192808357574553,64.6,37.9,98.1,Den@Kan,BET OVER,0.12192808357574553
Bijan Robinson,ATL,receiving_yards,34.5,0.624902114330462,0.5030135004821601,0.12188861384830196,44.5,24.2,68.7,Atl@Pit,BET OVER,0.12188861384830196
Harold Fannin Jr.,CLE,receiving_yards,36.5,0.6221613155833986,0.5010179153094463,0.12114340027395232,46.7,25.4,72.1,Cle@Jac,BET OVER,0.12114340027395232
Bijan Robinson,ATL,receiving_yards,35.5,0.6125685199686766,0.4917678906606377,0.12080062930803886,44.5,24.2,68.7,Atl@Pit,BET OVER,0.12080062930803886
Michael Wilson,ARI,receiving_yards,41.5,0.6203993735317149,0.5,0.12039937353171493,52.9,28.8,81.7,Ari@Los,BET OVER,0.12039937353171493
Rico Dowdle,PIT,receiving_yards,9.5,0.6199032480995162,0.5,0.11990324809951625,14.4,4.5,30.3,Atl@Pit,BET OVER,0.11990324809951625
Juwan Johnson,NO,receiving_yards,42.5,0.38103703703703706,0.5,-0.11896296296296294,32.4,13.9,56.6,New@Det,BET UNDER,0.11896296296296294
Justin Jefferson,MIN,receiving_yards,75.5,0.38332028191072826,0.5020930277837269,-0.11877274587299863,62.0,33.8,95.8,Gre@Min,BET UNDER,0.11877274587299863
Isaac TeSlaa,DET,receptions,1.5,0.572356599861783,0.4541420639234837,0.11821453593829928,1.8,0.9,3.0,New@Det,BET OVER,0.11821453593829928
Tyjae Spears,TEN,rushing_yards,26.5,0.38101347017318793,0.4989535869578972,-0.11794011678470928,19.2,7.5,36.9,New@Ten,BET UNDER,0.11794011678470928
Jauan Jennings,MIN,receiving_yards,22.5,0.6188148148148148,0.5010464130421027,0.11776840177271208,31.4,13.5,54.9,Gre@Min,BET OVER,0.11776840177271208
Rome Odunze,CHI,receptions,2.5,0.7083007047768207,0.5907279354157442,0.11757276936107652,3.5,2.2,5.0,Chi@Car,BET OVER,0.11757276936107652
Alec Pierce,IND,receiving_yards,42.5,0.3705185185185185,0.4876847290640395,-0.11716621054552095,31.7,13.6,55.4,Bal@Ind,BET UNDER,0.11716621054552095
Cade Otton,TB,receiving_yards,32.5,0.3811851851851852,0.4979069722162731,-0.11672178703108793,24.8,10.6,43.4,Tam@Cin,BET UNDER,0.11672178703108793
Pat Bryant,DEN,receiving_yards,25.5,0.6161481481481481,0.5,0.11614814814814811,35.4,15.2,61.8,Den@Kan,BET OVER,0.11614814814814811
Courtland Sutton,DEN,receiving_yards,44.5,0.6160924040720438,0.5,0.1160924040720438,56.1,30.6,86.7,Den@Kan,BET OVER,0.1160924040720438
Jakobi Meyers,JAX,receiving_yards,37.5,0.6170712607674237,0.5010179153094463,0.11605334545797741,47.5,25.9,73.3,Cle@Jac,BET OVER,0.11605334545797741
Jalen Coker,CAR,receiving_yards,40.5,0.3922962962962963,0.5082321093393624,-0.11593581304306605,31.8,13.6,55.6,Chi@Car,BET UNDER,0.11593581304306605
T.J. Hockenson,MIN,receiving_yards,25.5,0.38465791292328955,0.5,-0.11534208707671045,17.9,5.6,37.8,Gre@Min,BET UNDER,0.11534208707671045
Breece Hall,NYJ,rushing_yards,62.5,0.3851508120649652,0.5,-0.11484918793503479,51.1,30.0,77.6,New@Ten,BET UNDER,0.11484918793503479
Tee Higgins,CIN,receiving_yards,60.5,0.38566953797963976,0.5,-0.11433046202036024,49.9,27.2,77.1,Tam@Cin,BET UNDER,0.11433046202036024
Sam LaPorta,DET,receiving_yards,44.5,0.38725925925925925,0.5014958797734135,-0.11423662051415423,34.6,14.8,60.4,New@Det,BET UNDER,0.11423662051415423
James Cook,BUF,rushing_yards,74.5,0.3877030162412993,0.5005084401057556,-0.11280542386445624,61.1,35.8,92.8,Buf@Hou,BET UNDER,0.11280542386445624
Luther Burden III,CHI,receptions,4.5,0.43931088488645265,0.5518807924556303,-0.11256990756917762,4.2,2.7,5.9,Chi@Car,BET UNDER,0.11256990756917762
T.J. Hockenson,MIN,receiving_yards,28.5,0.34388389771941946,0.4554079696394686,-0.11152407192004915,17.9,5.6,37.8,Gre@Min,BET UNDER,0.11152407192004915
Cade Otton,TB,receiving_yards,31.5,0.3933333333333333,0.5041010938805546,-0.11076776054722126,24.8,10.6,43.4,Tam@Cin,BET UNDER,0.11076776054722126
Tony Pollard,TEN,rushing_yards,50.5,0.6111368909512761,0.5005094762584064,0.11062741469286974,61.8,36.3,93.9,New@Ten,BET OVER,0.11062741469286974
Samaje Perine,CIN,rushing_yards,18.5,0.6100064143681847,0.5,0.1100064143681847,26.0,10.2,49.9,Tam@Cin,BET OVER,0.1100064143681847
Kendrick Bourne,ARI,receptions,2.5,0.27477539737387696,0.38433602367646497,-0.109560626302588,1.6,0.8,2.6,Ari@Los,BET UNDER,0.109560626302588
Juwan Johnson,NO,receiving_yards,41.5,0.39066666666666666,0.5,-0.10933333333333334,32.4,13.9,56.6,New@Det,BET UNDER,0.10933333333333334
Ja'Marr Chase,CIN,receiving_yards,86.5,0.39075959279561473,0.5,-0.10924040720438527,73.1,47.4,110.5,Tam@Cin,BET UNDER,0.10924040720438527
Greg Dulcich,MIA,receiving_yards,26.5,0.3965445749827229,0.5050398497354097,-0.10849527475268683,19.4,6.0,40.9,Mia@Las,BET UNDER,0.10849527475268683
Rashee Rice,KC,receptions,5.5,0.5967110415035238,0.48823757931540557,0.10847346218811826,6.4,4.2,8.5,Den@Kan,BET OVER,0.10847346218811826
Dawson Knox,BUF,receptions,1.5,0.572356599861783,0.46411201179071476,0.10824458807106824,1.9,0.9,3.1,Buf@Hou,BET OVER,0.10824458807106824
Dallas Goedert,PHI,receiving_yards,34.5,0.6160924040720438,0.5079872204472844,0.1081051836247594,43.5,23.7,67.2,Was@Phi,BET OVER,0.1081051836247594
Cam Skattebo,NYG,receiving_yards,16.5,0.6171851851851852,0.5101214574898786,0.10706372769530659,23.0,9.9,40.2,Dal@New,BET OVER,0.10706372769530659
Jakobi Meyers,JAX,receiving_yards,38.5,0.6025841816758026,0.49599895786809584,0.1065852238077068,47.5,25.9,73.3,Cle@Jac,BET OVER,0.1065852238077068
Samaje Perine,CIN,rushing_yards,19.5,0.5965362411802437,0.49095295536791317,0.10558328581233056,26.0,10.2,49.9,Tam@Cin,BET OVER,0.10558328581233056
Harold Fannin Jr.,CLE,receptions,4.5,0.5276037588097102,0.42207915388633843,0.10552460492337179,4.7,3.0,6.7,Cle@Jac,BET OVER,0.10552460492337179
Juwan Johnson,NO,receptions,4.5,0.31822222222222224,0.42373381316185366,-0.10551159093963142,3.2,1.8,5.0,New@Det,BET UNDER,0.10551159093963142
Ja'Marr Chase,CIN,receiving_yards,85.5,0.39545810493343775,0.5,-0.10454189506656225,73.1,47.4,110.5,Tam@Cin,BET UNDER,0.10454189506656225
Jauan Jennings,MIN,receiving_yards,23.5,0.6042962962962963,0.5,0.10429629629629633,31.4,13.5,54.9,Gre@Min,BET OVER,0.10429629629629633
Kayshon Boutte,HOU,receiving_yards,26.5,0.40884588804422944,0.5123152709359606,-0.10346938289173119,20.2,6.3,42.7,Buf@Hou,BET UNDER,0.10346938289173119
Michael Wilson,ARI,receiving_yards,42.5,0.6080657791699295,0.5050233081498151,0.10304247102011443,52.9,28.8,81.7,Ari@Los,BET OVER,0.10304247102011443
Sam LaPorta,DET,receiving_yards,43.5,0.3973333333333333,0.5,-0.10266666666666668,34.6,14.8,60.4,New@Det,BET UNDER,0.10266666666666668
Justin Jefferson,MIN,receiving_yards,73.5,0.3985904463586531,0.5,-0.1014095536413469,62.0,33.8,95.8,Gre@Min,BET UNDER,0.1014095536413469
Darnell Mooney,NYG,receiving_yards,19.5,0.6031111111111112,0.5020774472328402,0.10103366387827095,26.1,11.2,45.5,Dal@New,BET OVER,0.10103366387827095
Kayshon Boutte,HOU,receiving_yards,27.5,0.3991706979958535,0.5,-0.10082930200414653,20.2,6.3,42.7,Buf@Hou,BET UNDER,0.10082930200414653
Luther Burden III,CHI,receiving_yards,60.5,0.3917384494909945,0.49231205942186684,-0.10057360993087233,50.5,27.5,78.0,Chi@Car,BET UNDER,0.10057360993087233
Jahmyr Gibbs,DET,receiving_yards,29.5,0.6035630383711824,0.5030135004821601,0.10054953788902232,36.5,19.9,56.3,New@Det,BET OVER,0.10054953788902232
Kendrick Bourne,ARI,receptions,1.5,0.5234277816171389,0.6234096692111959,-0.09998188759405702,1.6,0.8,2.6,Ari@Los,BET UNDER,0.09998188759405702
Tony Pollard,TEN,rushing_yards,51.5,0.5983758700696056,0.4989598490273348,0.09941602104227076,61.8,36.3,93.9,New@Ten,BET OVER,0.09941602104227076
Dallas Goedert,PHI,receiving_yards,35.5,0.5992560689115114,0.5,0.0992560689115114,43.5,23.7,67.2,Was@Phi,BET OVER,0.0992560689115114
Josh Downs,IND,receptions,4.5,0.3325925925925926,0.43184580351619234,-0.09925321092359973,3.3,1.9,5.2,Bal@Ind,BET UNDER,0.09925321092359973
Sam LaPorta,DET,receptions,3.5,0.4915555555555556,0.5904601300891351,-0.09890457453357954,3.4,1.9,5.3,New@Det,BET UNDER,0.09890457453357954
Evan Engram,DEN,receiving_yards,22.5,0.4058051140290256,0.5041554124246831,-0.09835029839565751,17.0,5.3,35.9,Den@Kan,BET UNDER,0.09835029839565751
Ja'Marr Chase,CIN,receiving_yards,84.5,0.40407204385277995,0.5020930277837269,-0.09802098393094694,73.1,47.4,110.5,Tam@Cin,BET UNDER,0.09802098393094694
Aaron Jones,MIN,receiving_yards,15.5,0.39115411195577054,0.48893805309734506,-0.09778394114157452,11.1,3.5,23.5,Gre@Min,BET UNDER,0.09778394114157452
Travis Etienne,NO,receptions,2.5,0.41672425708362126,0.5143809361667002,-0.09765667908307896,2.1,1.0,3.5,New@Det,BET UNDER,0.09765667908307896
De'Von Achane,MIA,rushing_yards,69.5,0.40278422273781905,0.5,-0.09721577726218095,58.6,34.3,89.0,Mia@Las,BET UNDER,0.09721577726218095
Brian Robinson,ATL,rushing_yards,19.5,0.4059561128526646,0.5020634950484674,-0.09610738219580278,14.4,4.2,30.3,Atl@Pit,BET UNDER,0.09610738219580278
Jalen Coker,CAR,receiving_yards,39.5,0.40444444444444444,0.5,-0.09555555555555556,31.8,13.6,55.6,Chi@Car,BET UNDER,0.09555555555555556
T.J. Hockenson,MIN,receiving_yards,24.5,0.3969592259847961,0.4920127795527157,-0.09505355356791961,17.9,5.6,37.8,Gre@Min,BET UNDER,0.09505355356791961
Ja'Marr Chase,CIN,receptions,7.5,0.34299138606108065,0.43800777110561634,-0.09501638504453569,6.2,4.2,8.3,Tam@Cin,BET UNDER,0.09501638504453569
Devaughn Vele,NO,receptions,3.5,0.5679326546593578,0.47303725796487855,0.09489539669447927,3.9,2.5,5.5,New@Det,BET OVER,0.09489539669447927
Justin Jefferson,MIN,receiving_yards,72.5,0.40877055599060297,0.5030135004821601,-0.09424294449155712,62.0,33.8,95.8,Gre@Min,BET UNDER,0.09424294449155712
Rico Dowdle,PIT,receiving_yards,10.5,0.5950241879751209,0.5010179153094463,0.09400627266567463,14.4,4.5,30.3,Atl@Pit,BET OVER,0.09400627266567463
Jahan Dotson,ATL,receiving_yards,13.5,0.5939184519695923,0.5,0.09391845196959225,18.4,5.7,38.8,Atl@Pit,BET OVER,0.09391845196959225
Evan Engram,DEN,receptions,2.5,0.45943331029716655,0.5516561708199061,-0.09222286052273959,2.2,1.1,3.7,Den@Kan,BET UNDER,0.09222286052273959
Kenny Gainwell,TB,rushing_yards,20.5,0.5946119307248237,0.5025191521485024,0.09209277857632125,27.1,10.7,52.1,Tam@Cin,BET OVER,0.09209277857632125
Mason Taylor,NYJ,receiving_yards,19.5,0.5998518518518519,0.5079872204472844,0.09186463140456747,25.8,11.1,45.1,New@Ten,BET OVER,0.09186463140456747
Rome Odunze,CHI,receptions,3.5,0.5068519968676586,0.41513549891798124,0.09171649794967734,3.5,2.2,5.0,Chi@Car,BET OVER,0.09171649794967734
Sam LaPorta,DET,receiving_yards,42.5,0.40844444444444444,0.5,-0.09155555555555556,34.6,14.8,60.4,New@Det,BET UNDER,0.09155555555555556
Ja'Marr Chase,CIN,receiving_yards,83.5,0.40877055599060297,0.5,-0.09122944400939703,73.1,47.4,110.5,Tam@Cin,BET UNDER,0.09122944400939703
Jordan Mason,MIN,rushing_yards,44.5,0.41693735498839907,0.5081398835223828,-0.09120252853398375,38.3,22.5,58.2,Gre@Min,BET UNDER,0.09120252853398375
Dallas Goedert,PHI,receptions,3.5,0.591229444009397,0.5000795049070429,0.09114993910235414,4.0,2.6,5.7,Was@Phi,BET OVER,0.09114993910235414
De'Von Achane,MIA,rushing_yards,68.5,0.4116009280742459,0.5025770643393255,-0.09097613626507955,58.6,34.3,89.0,Mia@Las,BET UNDER,0.09097613626507955
Jacory Croskey-Merritt,WAS,rushing_yards,39.5,0.5911832946635731,0.5020930277837269,0.08909026687984622,46.6,27.3,70.8,Was@Phi,BET OVER,0.08909026687984622
Malik Nabers,NYG,receiving_yards,59.5,0.41170712607674237,0.5,-0.08829287392325763,51.1,27.8,78.9,Dal@New,BET UNDER,0.08829287392325763
Rashee Rice,KC,receiving_yards,58.5,0.5677368833202819,0.4796954314720812,0.08804145184820072,65.3,42.4,98.8,Den@Kan,BET OVER,0.08804145184820072
Cade Otton,TB,receiving_yards,30.5,0.40903703703703703,0.4969864995178399,-0.08794946248080288,24.8,10.6,43.4,Tam@Cin,BET UNDER,0.08794946248080288
Sam LaPorta,DET,receptions,4.5,0.34874074074074074,0.4363547859949237,-0.08761404525418298,3.4,1.9,5.3,New@Det,BET UNDER,0.08761404525418298
Rashee Rice,KC,receiving_yards,56.5,0.5873140172278778,0.5,0.0873140172278778,65.3,42.4,98.8,Den@Kan,BET OVER,0.0873140172278778
