game_id,week,home_team,away_team,home_points,away_points,home_drives,away_drives,neutral
401636609,1,Arizona State,Wyoming,48,7,11,13,False
401628460,1,Washington,Weber State,35,3,11,10,False
401636343,1,Alabama State,North Carolina Central,24,31,10,9,True
401628334,1,LSU,USC,20,27,10,11,True
401634306,1,Florida State,Boston College,13,28,11,12,False
401634765,2,SMU,BYU,15,18,13,15,False
401628463,2,Indiana,Western Illinois,77,3,13,13,False
401635533,2,Northwestern,Duke,20,26,17,15,True
401645323,2,Florida Atlantic,Army,7,24,8,9,False
401654616,2,Lehigh,Wagner,49,13,11,12,False
401628470,2,Penn State,Bowling Green,34,27,12,12,False
401628471,2,Rutgers,Akron,49,17,11,12,False
401628336,2,Oklahoma State,Arkansas,39,31,14,15,False
401628347,2,Michigan,Texas,12,31,10,10,False
401636999,2,UConn,Merrimack,63,17,14,14,False
401636616,2,Tulane,Kansas State,27,34,12,12,False
401654538,2,The Citadel,South Carolina State,20,23,9,9,False
401628466,2,Minnesota,Rhode Island,48,0,9,10,False
401628596,2,Monmouth,Lafayette,35,40,10,11,False
401635534,2,Syracuse,Georgia Tech,31,28,9,10,False
401635538,2,Cincinnati,Pittsburgh,27,28,11,11,False
401654642,2,Marist,Georgetown,10,31,11,10,False
401643784,2,Memphis,Troy,38,17,10,10,False
401628348,2,Texas A&M,McNeese,52,10,9,10,False
401654632,2,Sacred Heart,Saint Anselm,10,3,11,11,False
401628594,2,Western Carolina,Campbell,16,24,8,8,False
401654649,2,VMI,Bucknell,28,35,12,13,False
401634245,2,Youngstown State,Valparaiso,59,25,13,13,False
401634181,2,Ball State,Missouri State,42,34,14,13,False
401654583,2,St. Thomas (MN),Northern Iowa,10,17,11,12,False
401628598,2,Holy Cross,New Hampshire,20,21,11,11,False
401628339,2,Georgia,Tennessee Tech,48,3,10,10,False
401644732,2,Kent State,Saint Francis,17,23,14,15,False
401632071,2,UNLV,Utah Tech,72,14,15,15,False
401634144,2,Bethune-Cookman,Mercer,2,31,10,11,False
401628600,2,Stony Brook,Stonehill,37,10,13,14,False
401628464,2,Iowa,Iowa State,19,20,15,15,False
401645324,2,Navy,Temple,38,11,13,13,False
401628337,2,Auburn,California,14,21,14,13,False
401634207,2,North Dakota State,Tennessee State,52,3,12,12,False
401628599,2,Richmond,Wofford,19,26,12,13,False
401628340,2,Kentucky,South Carolina,6,31,12,12,False
401628474,2,Wisconsin,South Dakota,27,13,10,11,False
401635531,2,Boston College,Duquesne,56,0,11,13,False
401628465,2,Maryland,Michigan State,24,27,11,11,False
401628473,2,Washington,Eastern Michigan,30,9,10,10,False
401635535,2,Louisville,Jacksonville State,49,14,12,11,False
401635537,2,North Carolina,Charlotte,38,20,10,10,False
401643710,2,Wyoming,Idaho,13,17,12,12,False
401629040,2,Toledo,Massachusetts,38,23,13,14,False
401628977,2,Notre Dame,Northern Illinois,14,16,11,10,False
401636618,2,Utah,Baylor,23,12,12,13,False
401673043,2,San Diego,Central Washington,26,7,10,11,False
401654549,2,Norfolk State,Virginia State,28,23,10,10,False
401643783,2,Texas State,UTSA,49,10,14,13,False
401628342,2,Ole Miss,Middle Tennessee,52,3,11,10,False
401635540,2,Virginia Tech,Marshall,31,14,12,13,False
401634134,2,East Tennessee State,UVA Wise,61,0,15,17,False
401654677,2,Furman,Charleston Southern,20,24,13,12,False
401628595,2,North Carolina Central,Elon,19,41,13,11,False
401628601,2,Towson,Morgan State,14,9,10,10,False
401628605,2,Hampton,Virginia Union,33,21,10,9,False
401654573,2,Central Connecticut,Fordham,33,3,12,12,False
401654605,2,Robert Morris,Edinboro,21,23,11,12,False
401673045,2,Stetson,Warner,35,0,11,10,False
401673042,2,Morehead State,Kentucky Christian,48,7,13,13,False
401636344,2,Alabama State,Miles,24,3,14,14,False
401628602,2,Colgate,Villanova,3,28,10,10,False
401640979,2,Florida International,Central Michigan,52,16,14,14,True
401655624,2,Idaho State,Western Oregon,50,10,13,14,False
401635536,2,Miami,Florida A&M,56,9,12,12,False
401628593,2,West Virginia,UAlbany,49,14,9,10,False
401643777,2,James Madison,Gardner-Webb,13,6,10,9,False
401643781,2,Ohio,South Alabama,27,20,13,11,False
401643778,2,Old Dominion,East Carolina,14,20,13,14,False
401636617,2,UCF,Sam Houston,45,14,11,12,False
401636388,2,Jackson State,Lane College,58,7,13,12,False
401635539,2,Stanford,Cal Poly,41,7,9,11,False
401643705,2,Air Force,San José State,7,17,14,15,False
401632459,2,Georgia State,Chattanooga,24,21,13,13,False
401628338,2,Florida,Samford,45,7,12,13,False
401628344,2,Missouri,Buffalo,38,0,11,11,False
401634190,2,Murray State,Butler,17,19,9,9,False
401634198,2,North Dakota,Montana,27,24,11,11,False
401654664,2,Houston Christian,Tarleton State,18,35,10,10,False
401643706,2,Colorado State,Northern Colorado,38,17,11,13,False
401655660,2,Davidson,Catawba,49,14,10,11,False
401643779,2,Arkansas State,Tulsa,28,24,12,13,False
401628462,2,Illinois,Kansas,23,17,9,11,False
401643780,2,UL Monroe,UAB,32,6,11,12,False
401633979,2,Southeast Missouri State,UT Martin,45,42,16,16,False
401632069,2,Lindenwood,Central Arkansas,13,34,12,13,False
401636381,2,Grambling,Tuskegee,37,20,13,14,False
401643782,2,Southern Miss,SE Louisiana,35,10,13,13,False
401628335,2,Alabama,South Florida,42,16,16,17,False
401645326,2,Rice,Texas Southern,69,7,13,14,False
401635639,2,Wake Forest,Virginia,30,31,14,13,False
401654558,2,Southern,Savannah State,42,10,12,13,False
401634158,2,North Alabama,Illinois State,17,24,13,13,False
401654585,2,Lamar,Mississippi Valley State,28,14,11,11,False
401632068,2,Western Kentucky,Eastern Kentucky,31,0,10,10,False
401628603,2,Coastal Carolina,William & Mary,40,21,12,13,False
401656598,2,Howard,Mercyhurst,32,31,12,11,False
401634213,2,South Dakota State,Incarnate Word,45,24,10,10,False
401634170,2,Eastern Illinois,Indiana State,27,20,12,12,False
401632070,2,Austin Peay,Southern Illinois,17,31,14,14,False
401643708,2,Nevada,Georgia Southern,17,20,11,10,False
401634250,2,Alabama A&M,Kentucky State,49,7,11,10,False
401654569,2,Northwestern State,Prairie View A&M,31,37,14,14,False
401628606,2,North Carolina A&T,Winston-Salem State,27,20,13,12,False
401641016,2,Kennesaw State,Louisiana,10,34,7,8,False
401628468,2,Ohio State,Western Michigan,56,0,13,13,False
401628341,2,LSU,Nicholls,44,21,11,11,False
401645325,2,North Texas,Stephen F. Austin,35,20,15,15,False
401628349,2,Vanderbilt,Alcorn State,55,0,9,12,False
401628346,2,NC State,Tennessee,10,51,12,13,True
401628467,2,Nebraska,Colorado,28,10,12,13,False
401628345,2,Oklahoma,Houston,16,12,12,12,False
401635532,2,Clemson,App State,66,20,14,15,False
401628597,2,Montana State,Maine,41,24,13,13,False
401636615,2,TCU,Long Island University,45,0,13,12,False
401632067,2,Abilene Christian,West Georgia,38,24,14,14,False
401636354,2,Arkansas-Pine Bluff,Arkansas Baptist,73,0,12,11,False
401637160,2,Weber State,Portland State,43,16,14,14,False
401632072,2,UTEP,Southern Utah,24,27,11,11,False
401628469,2,Oregon,Boise State,37,34,14,15,False
401654850,2,UC Davis,East Texas A&M,36,22,9,8,False
401643707,2,Fresno State,Sacramento State,46,30,16,17,False
401636859,2,Washington State,Texas Tech,37,16,14,15,False
401636614,2,Arizona,Northern Arizona,22,10,12,12,False
401640989,2,New Mexico State,Liberty,24,30,14,13,False
401628343,2,Arizona State,Mississippi State,30,23,9,10,False
401643709,2,San Diego State,Oregon State,0,21,12,11,False
401628472,2,USC,Utah State,48,0,11,11,False
401643788,3,South Alabama,Northwestern State,87,10,13,15,False
401636867,3,Texas State,Arizona State,28,31,13,9,False
401636863,3,Kansas,UNLV,20,23,10,11,True
401636864,3,Kansas State,Arizona,31,7,9,9,False
401635542,3,Florida State,Memphis,12,20,10,11,False
401628479,3,Michigan,Arkansas State,28,18,11,11,False
401628475,3,Illinois,Central Michigan,30,9,10,10,False
401628359,3,South Carolina,LSU,33,36,14,14,False
401636869,3,Tulsa,Oklahoma State,10,45,12,13,False
401654848,3,The Citadel,North Greenville,54,0,13,14,False
401656952,3,Robert Morris,Mercyhurst,55,28,9,10,False
401654595,3,Long Island University,Lehigh,17,20,10,8,True
401628350,3,Wisconsin,Alabama,10,42,13,12,False
401635546,3,NC State,Louisiana Tech,30,20,11,11,False
401636868,3,Texas Tech,North Texas,66,21,14,16,False
401636865,3,Miami (OH),Cincinnati,16,27,12,10,False
401654574,3,Saint Francis,Central Connecticut,20,27,13,15,False
401654624,3,Lafayette,Marist,56,14,11,15,False
401628357,3,Missouri,Boston College,27,21,10,9,False
401655666,3,Presbyterian,Virginia Lynchburg,52,0,13,14,False
401629041,3,Buffalo,Massachusetts,34,3,11,13,False
401634159,3,Illinois State,Western Illinois,51,34,11,13,False
401628609,3,North Carolina A&T,Delaware,13,42,11,12,False
401654633,3,Sacred Heart,Georgetown,40,14,14,14,False
401634199,3,North Dakota,Idaho State,52,28,15,15,False
401634246,3,Youngstown State,Duquesne,25,28,8,7,False
401628618,3,Bryant,Holy Cross,22,43,9,9,False
401628615,3,Richmond,Charleston Southern,38,0,11,11,False
401643786,3,Temple,Coastal Carolina,20,28,10,10,False
401655861,3,St. Thomas (MN),Black Hills State,24,14,14,15,False
401654678,3,Furman,Stetson,48,7,14,14,False
401654498,3,Delaware State,Wagner,7,30,12,11,False
401655625,3,Montana,Morehead State,59,2,13,13,False
401628484,3,Washington,Washington State,19,24,11,11,True
401628358,3,Oklahoma,Tulane,34,19,14,12,False
401628480,3,Michigan State,Prairie View A&M,40,0,8,9,False
401628978,3,Purdue,Notre Dame,7,66,15,14,False
401635543,3,Georgia Tech,VMI,59,7,13,13,False
401635544,3,Miami,Ball State,62,0,13,12,False
401635547,3,Pittsburgh,West Virginia,38,34,12,12,False
401628610,3,Villanova,Towson,14,13,11,12,False
401628607,3,Maine,Monmouth,22,51,8,11,False
401644734,3,Ohio,Morgan State,21,6,13,11,False
401628483,3,Oregon State,Oregon,14,49,9,10,False
401628353,3,Florida,Texas A&M,20,33,10,9,False
401628481,3,Minnesota,Nevada,27,0,11,11,False
401628613,3,Norfolk State,Hampton,7,37,9,9,False
401643785,3,East Carolina,App State,19,21,12,13,False
401628617,3,Idaho,UAlbany,41,13,11,12,False
401628477,3,Iowa,Troy,38,21,12,11,False
401654603,3,Northern Colorado,Abilene Christian,22,24,14,14,False
401628351,3,Arkansas,UAB,37,27,10,10,False
401636870,3,Utah State,Utah,21,38,14,15,False
401634135,3,East Tennessee State,North Dakota State,35,38,10,11,False
401644733,3,Akron,Colgate,31,20,13,14,False
401634171,3,Indiana State,Dayton,24,13,13,14,False
401628612,3,Elon,Western Carolina,17,24,13,13,False
401635545,3,North Carolina,North Carolina Central,45,10,12,12,False
401628611,3,Wofford,William & Mary,21,28,11,11,False
401645327,3,Charlotte,Gardner-Webb,27,26,13,12,False
401643787,3,Georgia Southern,South Carolina State,42,14,11,11,False
401635548,3,Old Dominion,Virginia Tech,17,37,14,14,False
401628608,3,Rhode Island,Campbell,21,9,13,12,False
401629030,3,Duke,UConn,26,21,15,13,False
401632074,3,Eastern Kentucky,West Georgia,26,7,10,10,False
401654611,3,Bucknell,Merrimack,21,31,11,10,False
401640980,3,Florida Atlantic,Florida International,38,20,14,13,False
401640990,3,Liberty,UTEP,28,10,13,13,False
401632460,3,Chattanooga,Mercer,3,10,11,11,False
401628614,3,New Hampshire,Stonehill,45,6,12,11,False
401655658,3,Butler,Hanover,53,0,11,10,False
401628355,3,Wake Forest,Ole Miss,6,40,11,12,False
401636364,3,Western Michigan,Bethune-Cookman,59,31,13,11,False
401654663,3,UT Martin,North Alabama,43,28,15,16,False
401655616,3,Lamar,Weber State,17,16,9,8,False
401678898,3,Alabama A&M,Georgetown College Kentucky,24,16,11,11,False
401655620,3,SE Louisiana,Eastern Washington,28,24,12,11,False
401641040,3,Sam Houston,Hawai'i,31,13,11,11,False
401634214,3,South Dakota State,Augustana (SD),24,3,12,13,False
401655661,3,Davidson,Point University,42,12,13,12,False
401634182,3,Missouri State,Lindenwood,28,14,11,10,False
401636345,3,Samford,Alabama State,12,7,13,12,False
401632073,3,Central Arkansas,Austin Peay,45,17,11,13,False
401634191,3,Murray State,Mississippi Valley State,59,8,12,13,False
401636355,3,Tennessee State,Arkansas-Pine Bluff,41,28,9,11,True
401643789,3,Southern Miss,South Florida,24,49,13,13,False
401628362,3,Georgia State,Vanderbilt,36,32,12,12,False
401628361,3,Texas,UTSA,56,7,14,16,False
401641024,3,Middle Tennessee,Western Kentucky,21,49,9,9,False
401640999,3,Eastern Michigan,Jacksonville State,37,34,13,12,False
401636389,3,Jackson State,Southern,33,15,12,11,False
401641017,3,San José State,Kennesaw State,31,10,12,13,False
401654674,3,East Texas A&M,Grambling,28,35,19,18,False
401634241,3,Southern Illinois,Incarnate Word,35,28,12,12,False
401628356,3,Mississippi State,Toledo,17,41,11,10,False
401636866,3,TCU,UCF,34,35,10,10,False
401628482,3,Nebraska,Northern Iowa,34,3,9,9,False
401628354,3,Kentucky,Georgia,12,13,10,10,False
401636860,3,Baylor,Air Force,31,3,12,11,False
401655632,3,Northwestern,Eastern Illinois,31,7,10,11,True
401628476,3,UCLA,Indiana,13,42,8,9,False
401628352,3,Auburn,New Mexico,45,19,11,11,False
401636861,3,Colorado State,Colorado,9,28,12,11,False
401655859,3,Valparaiso,Indiana Wesleyan,20,17,8,8,False
401628360,3,Tennessee,Kent State,71,0,12,12,False
401655622,3,Cal Poly,Western Oregon,31,14,11,12,False
401628478,3,Virginia,Maryland,13,27,13,13,False
401636862,3,Houston,Rice,33,7,13,12,False
401632075,3,Southern Utah,UC Davis,21,24,10,11,False
401675115,3,McNeese,Stephen F. Austin,28,24,15,13,False
401636871,3,Wyoming,BYU,14,34,12,12,False
401655618,3,Sacramento State,Nicholls,34,7,14,12,False
401641033,3,Fresno State,New Mexico State,48,0,14,15,False
401635541,3,California,San Diego State,31,10,11,11,False
401643790,4,App State,South Alabama,14,48,12,12,False
401634766,4,Syracuse,Stanford,24,26,12,12,False
401628485,4,Nebraska,Illinois,24,31,11,11,False
401643714,4,Washington State,San José State,54,52,15,14,False
401635552,4,Clemson,NC State,59,35,14,14,False
401628492,4,Ohio State,Marshall,49,14,11,10,False
401628488,4,Maryland,Villanova,38,20,10,11,False
401636879,4,West Virginia,Kansas,32,28,12,12,False
401635556,4,North Carolina,James Madison,50,70,16,16,False
401654588,4,Duquesne,West Virginia Wesleyan,35,0,12,12,False
401654487,4,Columbia,Lafayette,31,20,13,12,False
401628486,4,Indiana,Charlotte,52,14,11,11,False
401636873,4,Cincinnati,Houston,34,0,10,9,False
401643791,4,Louisiana,Tulane,33,41,10,9,False
401628627,4,Long Island University,Rhode Island,21,28,12,12,True
401654463,4,Lehigh,Princeton,35,20,14,13,False
401644596,4,Harvard,Stetson,35,0,13,14,False
401655663,4,Dayton,Ave Maria University,49,7,10,11,False
401628367,4,Mississippi State,Florida,28,45,11,11,False
401628364,4,Kentucky,Ohio,41,6,9,10,False
401654470,4,Dartmouth,Fordham,45,13,12,15,False
401644735,4,Central Michigan,Ball State,37,34,12,12,False
401654634,4,Stonehill,Sacred Heart,35,21,11,11,False
401654456,4,Georgetown,Brown,14,26,15,14,False
401628624,4,Merrimack,Maine,15,26,12,14,False
401654550,4,VMI,Norfolk State,10,32,14,14,False
401635558,4,Coastal Carolina,Virginia,24,43,11,13,False
401673046,4,Valparaiso,Roosevelt,31,23,13,13,False
401634200,4,North Dakota,San Diego,41,24,13,12,False
401636875,4,Iowa State,Arkansas State,52,7,12,12,False
401644737,4,Eastern Michigan,Saint Francis,36,0,11,13,False
401654636,4,Holy Cross,Yale,31,38,12,11,False
401628629,4,North Dakota State,Towson,41,24,9,11,False
401643715,4,Temple,Utah State,45,29,14,13,False
401655634,4,Lindenwood,St. Thomas (MN),64,0,14,15,False
401654563,4,South Dakota,Drake,42,3,12,12,False
401633980,4,Tennessee Tech,Tennessee State,24,14,15,14,False
401628619,4,New Hampshire,Bryant,38,17,11,11,False
401655626,4,Montana,Western Carolina,46,35,15,14,False
401643713,4,Nevada,Eastern Washington,49,16,9,9,False
401636365,4,Bethune-Cookman,Clark Atlanta,37,38,11,13,False
401641000,4,Jacksonville State,Southern Miss,44,7,13,12,False
401677764,4,Montana State,Mercyhurst,52,13,9,11,False
401645329,4,Navy,Memphis,56,44,10,13,False
401628494,4,Virginia Tech,Rutgers,23,26,12,13,False
401636877,4,Texas Tech,Arizona State,30,22,12,12,False
401628363,4,Auburn,Arkansas,14,24,13,13,False
401645330,4,UTSA,Houston Christian,45,7,11,11,False
401628489,4,Michigan,USC,27,24,13,15,False
401635554,4,Louisville,Georgia Tech,31,19,8,10,False
401629042,4,Massachusetts,Central Connecticut,35,31,12,13,False
401644736,4,Northern Illinois,Buffalo,20,23,14,14,False
401628979,4,Notre Dame,Miami (OH),28,3,11,12,False
401628365,4,LSU,UCLA,34,17,10,9,False
401628493,4,Penn State,Kent State,56,0,11,12,False
401634247,4,Pittsburgh,Youngstown State,73,17,11,13,False
401654606,4,Wagner,Robert Morris,14,21,12,12,False
401628623,4,Hampton,Howard,27,20,10,10,True
401654586,4,Nicholls,Mississippi Valley State,66,0,15,15,False
401635553,4,Middle Tennessee,Duke,17,45,14,15,False
401636876,4,Oklahoma State,Utah,19,22,15,15,False
401628368,4,Missouri,Vanderbilt,30,27,13,14,False
401628620,4,Campbell,Stony Brook,17,24,10,12,False
401641028,4,Colorado State,UTEP,27,17,13,13,False
401635557,4,SMU,TCU,66,42,11,13,False
401640991,4,Liberty,East Carolina,35,24,11,11,False
401632078,4,Eastern Kentucky,Morehead State,42,13,12,11,False
401632102,4,Idaho State,Southern Utah,38,28,12,12,False
401628622,4,Elon,East Tennessee State,14,34,12,11,False
401628625,4,Florida International,Monmouth,42,45,13,14,True
401634145,4,Mercer,The Citadel,38,21,13,12,False
401628621,4,Delaware,Pennsylvania,29,22,11,10,False
401654650,4,Bucknell,Marist,34,18,11,12,False
401628626,4,North Carolina Central,North Carolina A&T,66,24,12,14,False
401641008,4,Louisiana Tech,Tulsa,20,23,16,15,False
401636374,4,Troy,Florida A&M,34,12,10,10,False
401641034,4,Sam Houston,New Mexico State,31,11,12,11,False
401641037,4,Western Kentucky,Toledo,26,21,15,14,False
401643716,4,North Texas,Wyoming,44,17,12,10,False
401655619,4,Northwestern State,Weber State,0,39,16,15,False
401654559,4,Prairie View A&M,Southern,24,31,15,14,False
401629031,4,UConn,Florida Atlantic,48,14,11,10,False
401636382,4,Grambling,Jackson State,41,20,13,15,False
401632100,4,Austin Peay,Alabama A&M,59,16,13,14,False
401654566,4,Lamar,Texas Southern,20,17,9,9,False
401635551,4,Florida State,California,14,9,11,11,False
401635555,4,South Florida,Miami,15,50,10,11,False
401655631,4,Presbyterian,Gardner-Webb,21,42,12,11,False
401678897,4,North Alabama,Tarleton State,14,28,11,13,False
401634215,4,SE Louisiana,South Dakota State,0,41,13,12,False
401654851,4,East Texas A&M,Sacramento State,0,34,13,12,False
401628491,4,Washington,Northwestern,24,5,13,12,False
401634242,4,Southern Illinois,Southeast Missouri State,21,38,11,11,False
401634160,4,Illinois State,Eastern Illinois,31,7,11,10,False
401634183,4,UT Martin,Missouri State,24,31,11,12,False
401628487,4,Minnesota,Iowa,14,31,12,12,False
401628372,4,Texas A&M,Bowling Green,26,20,11,10,False
401628370,4,South Carolina,Akron,50,7,13,13,False
401628369,4,Oklahoma,Tennessee,15,25,16,17,False
401628366,4,Ole Miss,Georgia Southern,52,13,13,13,False
401654602,4,McNeese,Alcorn State,42,14,13,15,False
401628371,4,Texas,UL Monroe,51,3,13,13,False
401654604,4,Abilene Christian,Idaho,24,27,12,12,False
401636874,4,Colorado,Baylor,38,31,15,13,False
401628490,4,Boston College,Michigan State,23,19,12,10,False
401655630,4,Stephen F. Austin,Northern Colorado,48,7,13,15,False
401643711,4,New Mexico,Fresno State,21,38,11,11,False
401643717,4,Oregon State,Purdue,38,21,11,12,False
401637162,4,Boise State,Portland State,56,14,12,13,False
401632101,4,UC Davis,Utah Tech,32,14,15,14,False
401636872,4,BYU,Kansas State,38,9,9,11,False
401643712,4,Hawai'i,Northern Iowa,36,7,9,9,False
401645331,5,Temple,Army,14,42,10,11,False
401634767,5,Miami,Virginia Tech,38,34,11,11,False
401628501,5,Rutgers,Washington,21,18,10,11,False
401635564,5,NC State,Northern Illinois,24,17,10,12,False
