game_id,week,home_team,away_team,home_points,away_points,home_drives,away_drives,neutral
401403965,1,Arizona State,Northern Arizona,40,3,11,11,False
401413224,1,Fresno State,Cal Poly,35,7,10,10,False
401415213,1,San José State,Portland State,21,17,11,11,False
401424415,1,Villanova,Lehigh,45,17,11,11,False
401416591,1,Michigan State,Western Michigan,35,13,13,13,False
401416590,1,Eastern Michigan,Eastern Kentucky,42,34,12,12,False
401426535,1,Charlotte,William & Mary,24,41,11,11,False
401435072,1,Merrimack,Holy Cross,17,31,9,10,False
401426330,1,Old Dominion,Virginia Tech,20,17,15,16,False
401411094,1,Duke,Temple,30,0,12,12,False
401405061,1,Indiana,Illinois,23,20,13,14,False
401404052,1,Kansas,Tennessee Tech,56,10,11,14,False
401403966,1,Colorado,TCU,13,38,10,9,False
401415611,1,Navy,Delaware,7,14,14,14,False
401411095,1,App State,North Carolina,61,63,14,13,False
401405067,1,Michigan,Colorado State,51,7,10,12,False
401404147,1,UConn,Central Connecticut,28,3,10,11,False
401422975,1,Charleston Southern,Western Carolina,38,52,16,16,False
401403865,1,Texas A&M,Sam Houston,31,0,13,13,False
401405062,1,Iowa,South Dakota State,7,3,16,15,False
401431403,1,Marist,Georgetown,12,43,13,10,False
401411096,1,East Carolina,NC State,20,21,13,13,False
401405066,1,Maryland,Buffalo,31,10,13,13,False
401405069,1,Boston College,Rutgers,21,22,13,14,False
401411100,1,Virginia,Richmond,34,17,12,11,False
401422987,1,Lafayette,Sacred Heart,6,0,13,13,False
401423136,1,Butler,St. Thomas University (Fl),31,26,12,12,False
401415209,1,Air Force,Northern Iowa,48,17,11,11,False
401404057,1,Iowa State,Southeast Missouri State,42,10,11,11,False
401420822,1,Youngstown State,Duquesne,31,14,12,11,False
401425513,1,Delaware State,Lincoln (PA),34,0,13,13,False
401413214,1,Jacksonville State,Davidson,35,17,10,10,False
401403971,1,UCLA,Bowling Green,45,17,14,14,False
401413333,1,Montana,Northwestern State,47,0,14,15,False
401415015,1,Marshall,Norfolk State,55,3,12,10,False
401411097,1,Miami,Bethune-Cookman,70,13,11,12,False
401403855,1,Arkansas,Cincinnati,31,24,13,13,False
401426541,1,Oklahoma,UTEP,45,13,11,11,False
401426542,1,UTSA,Houston,35,37,12,11,False
401403858,1,Georgia,Oregon,49,3,9,9,True
401403967,1,San Diego State,Arizona,20,38,12,12,False
401415211,1,Wyoming,Tulsa,40,37,14,16,False
401405063,1,Nebraska,North Dakota,38,17,12,12,False
401420836,1,North Dakota State,Drake,56,14,9,12,False
401403968,1,California,UC Davis,34,13,12,12,False
401413236,1,Eastern Washington,Tennessee State,36,29,14,14,False
401403860,1,Ole Miss,Troy,28,10,12,12,False
401415612,1,South Florida,BYU,21,50,12,11,False
401421116,1,South Alabama,Nicholls,48,7,15,15,False
401415212,1,Nevada,Texas State,38,14,15,11,False
401420777,1,Georgia Southern,Morgan State,59,7,15,14,False
401426538,1,James Madison,Middle Tennessee,44,7,14,15,False
401426540,1,USC,Rice,66,14,9,11,False
401426536,1,Ohio,Florida Atlantic,41,38,14,12,False
401422978,1,Bucknell,Towson,13,14,11,12,False
401413203,1,Chattanooga,Wofford,31,0,10,10,False
401403857,1,Florida,Utah,29,26,10,9,False
401466246,1,Valparaiso,Indiana Wesleyan,20,17,11,12,False
401421121,1,Louisiana,SE Louisiana,24,7,10,12,False
401405065,1,Wisconsin,Illinois State,38,0,9,9,False
401414778,1,Tulane,Massachusetts,42,10,11,10,False
401403859,1,Kentucky,Miami (OH),37,13,10,10,False
401404134,1,Coastal Carolina,Army,38,28,9,9,False
401424943,1,Arkansas-Pine Bluff,Lane College,48,42,14,13,False
401424416,1,Baylor,UAlbany,69,10,12,13,False
401425418,1,Arkansas State,Grambling,58,3,12,11,False
401404157,1,Southern Miss,Liberty,27,29,16,16,False
401404056,1,Kansas State,South Dakota,34,0,12,13,False
