away,home,cls,model,market,edge,side,dir,spread_size,neutral,playable,flag,date,actual_home,actual_away,actual_margin,result
Florida A&M,Miami,FCS,-67.0,-59.5,-7.5,Miami,FAV,59.5,False,True,BLIND-SPOT,2026-09-10,77.0,7.0,-70.0,W
